Company;Valuation ($B);Date Joined;Country;City;Industry;Investors
Coralogix;US$ 1,12;6/17/25;Israel;Ramat Gan;Enterprise Tech;NewView Capital, Brighton Park Capital, Aleph
DANA;US$ 1,13;8/10/22;Indonesia;Jakarta;Financial Services;Ant Group, Lazada, Sinar Mas Indonesia
Tines;US$ 1,13;2/11/25;Ireland;Dublin;Enterprise Tech;Accel, Addition, Index Ventures
At-Bay;US$ 1,12;7/27/21;United States;Mountain View;Insurance;Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures
Visby Medical;US$ 1,12;3/1/22;United States;San Jose;Healthcare & Life Sciences;Artiman Ventures, Pitango Venture Capital, Valo Ventures
Invoca;US$ 1,10;6/14/22;United States;Santa Barbara;Enterprise Tech;Upfront Ventures, Accel, Industry Ventures
Dream Security;US$ 1,10;2/17/25;Israel;Tel Aviv;Enterprise Tech;Bain Capital Ventures, Aleph
LangChain;US$ 1,10;7/10/25;United States;San Francisco;Enterprise Tech;Institutional Venture Partners, Sequoia Capital
TalkingData;US$ 1,10;1/6/21;China;Beijing;Enterprise Tech;N5 Capital, CR Capital Mgmt, JD Digits
Onebrief;US$ 1,10;7/29/24;United States;Honolulu;Enterprise Tech;Battery Ventures, General Catalyst, Human Capital
Rapido;US$ 1,10;7/29/24;India;Madhapur;Industrials;Nexus Venture Partners, Astarc Ventures, Shell Ventures
Wasabi;US$ 1,10;9/27/22;United States;Boston;Enterprise Tech;Forestay Capital, Alumni Ventures, NTT DoCoMo Ventures
Halan;US$ 1,00;2/1/23;Egypt;Cairo;Financial Services;Middle East Venture Partners, Endeavor, Algebra Ventures
Rokid;US$ 1,00;11/20/23;United States;Redwood City;Media & Entertainment;IDG Capital, MFund, Linear Venture
Krutrim;US$ 1,00;1/26/24;India;Bengaluru;Enterprise Tech;Matrix Partners India
Headway;US$ 1,00;10/5/23;United States;Orlando;Healthcare & Life Sciences;Accel, Thrive Capital, Andreessen Horowitz
Thyme Care;US$ 1,00;9/25/25;United States;Nashville;Healthcare & Life Sciences;Concord Health Partners, Foresite Capital, Andreessen Horowitz
Flexe;US$ 1,00;4/21/22;United States;Seattle;Industrials;Redpoint Ventures, Prologis Ventures, Madrona Venture Group
TangoMe;US$ 1,10;3/20/14;United States;Mountain View;Media & Entertainment;Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group
AppDirect;US$ 1,10;10/7/15;United States;San Francisco;Enterprise Tech;Mithril, iNovia Capital, Foundry Group
Juanpi;US$ 1,10;4/14/16;China;Wuhan;Consumer & Retail;Tiantu Capital, SAIF Partners China, Newsion Venture Capital
OVH;US$ 1,10;8/15/16;France;Roubaix;Enterprise Tech;KKR, TowerBrook Capital Partners
GetYourGuide;US$ 2,00;5/16/19;Germany;Berlin;Consumer & Retail;Spark Capital, Highland Europe, Sunstone Capital
Ivalua;US$ 1,10;5/21/19;United States;Redwood City;Enterprise Tech;Ardian, Tiger Global Management, KKR
Sisense;US$ 1,10;1/9/20;United States;New York;Enterprise Tech;Opus Capital, Genesis Partners, Battery Ventures
Pharmapacks;US$ 1,10;11/12/20;United States;Islandia;Consumer & Retail;The Carlyle Group
Sennder;US$ 1,10;1/14/21;Germany;Berlin;Industrials;Accelm Scania Growth Capital, Lakestar
Nexthink;US$ 1,10;2/8/21;Switzerland;Prilly;Enterprise Tech;Auriga, Galeo Ventures, Highland Europe
Zego;US$ 1,10;3/9/21;United Kingdom;London;Insurance;LocalGlobe, Balderton Capital, Target Global
Sunbit;US$ 1,10;5/20/21;United States;Los Angeles;Financial Services;Zeev Ventures, Group11, Chicago Ventures
Qingting FM;US$ 1,10;6/2/21;China;Shanghai;Media & Entertainment;China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group
G2;US$ 1,10;6/22/21;United States;Chicago;Enterprise Tech;Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners
Caribou;US$ 1,10;5/23/22;United States;Denver;Insurance;CMFG Ventures, Accomplice, Moderne Ventures
Nowports;US$ 1,10;5/24/22;Mexico;Monterrey;Industrials;Monashees+, Foundation Capital, Base10 Partners
People.ai;US$ 1,10;8/11/21;United States;San Francisco;Enterprise Tech;GGV Capital, Lightspeed Venture Partners, ICONIQ Capital
Carousell;US$ 1,10;9/15/21;Singapore;;Consumer & Retail;500 Global, Rakuten Ventures, Golden Gate Ventures
apna;US$ 1,10;9/15/21;India;Bengaluru;Enterprise Tech;Sequoia Capital India, Rocketship.vc, Lightspeed India Partners
Karat;US$ 1,10;10/13/21;United States;Seattle;Enterprise Tech;8VC, Norwest Venture Partners, Tiger Global Management
Enpal;US$ 1,10;10/18/21;Germany;Berlin;Industrials;HV Capital, Softbank Group, BlackRock
Acko General Insurance;US$ 1,10;10/28/21;India;Bengaluru;Insurance;Intact Ventures, Munich Re Ventures, General Atlantic
The Bank of London;US$ 1,10;11/30/21;United Kingdom;London;Financial Services;Mangrove Capital Partners,14W. ForgeLight
Fundbox;US$ 1,10;11/30/21;United States;San Francisco;Financial Services;Khosla Ventures, General Catalyst, Blumberg Capital
Turing;US$ 2,20;12/20/21;United States;Palo Alto;Enterprise Tech;Foundation Capital, Frontier Ventures, AltaIR Capital
LEAD;US$ 1,10;1/13/22;India;Andheri;Consumer & Retail;WestBridge Capital, GSV Ventures, Elevar Equity
eSentire;US$ 1,10;2/22/22;Canada;Waterloo;Enterprise Tech;Edison Partners, Georgian Partners, VentureLink
Beyond Identity;US$ 1,10;2/22/22;United States;New York;Enterprise Tech;New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners
Staffbase;US$ 1,10;3/15/22;Germany;Chemnitz;Enterprise Tech;Insight Partners, e.ventures, General Atlantic
Chief;US$ 1,10;3/31/22;United States;New York;Consumer & Retail;General Catalyst, Inspired Capital, Flybridge Capital Partners
IntelyCare;US$ 1,10;4/6/22;United States;Quincy;Healthcare & Life Sciences;Kaiser Permanente Ventures, Endeavour Vision, LRVHealth
Teleport;US$ 1,10;5/3/22;United States;Oakland;Enterprise Tech;Kleiner Perkins Caufield & Byers, s28 Capital, Insight Partners
Imply Data;US$ 1,10;5/17/22;United States;Burlingame;Enterprise Tech;Andreessen Horowitz, Bessemer Venture Partners, Khosla Ventures,
Material Security;US$ 1,10;5/11/22;United States;Redwood City;Enterprise Tech;Andreessen Horowitz, Founders Fund
Recover;US$ 1,10;6/9/22;Spain;Banyeres de Mariola;Industrials;Goldman Sachs Asset Management, STORY3 Capital Partners
CAIS;US$ 1,10;1/11/22;United States;New York;Financial Services;Franklin Templeton, Motive Partners. Apollo Global Management
Nxin;US$ 1,08;9/18/18;China;Beijing;Industrials;Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund
UISEE Technology;US$ 1,08;1/25/21;China;Beijing;Industrials;Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures
56PINGTAI;US$ 1,08;1/25/21;China;Shanghai;Industrials;QF Capital, QC Capital, Unicom Innovation Venture Capital
Cirkul;US$ 1,07;6/13/22;United States;Sarasota;Consumer & Retail;AF Ventures, Siddhi Capital, SC.Holdings
Radius Payment Solutions;US$ 1,07;11/27/17;United Kingdom;Crewe;Industrials;Inflexion Private Equity
InCred;US$ 1,05;11/9/23;India;Mumbai;Financial Services;
0x;US$ 1,05;4/26/22;United States;San Francisco;Financial Services;Jump Capital, Pantera Capital, Greylock Partners
Jiuxian;US$ 1,05;7/30/15;China;Beijing;Consumer & Retail;Sequoia Capital China, Rich Land Capital, Merrysunny Wealth
Instabase;US$ 1,24;10/21/19;United States;San Francisco;Enterprise Tech;New Enterprise Associates, Greylock Partners, Andreessen Horowitz
Sendbird;US$ 1,05;4/6/21;United States;San Mateo;Enterprise Tech;FundersClub, Y Combinator, Tiger Global Management
Density;US$ 1,05;11/10/21;United States;San Francisco;Enterprise Tech;Founders Fund, Upfront Ventures, 01 Advisors
Mixpanel;US$ 1,05;11/15/21;United States;San Francisco;Enterprise Tech;Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital
Branch;US$ 1,05;3/1/22;United States;Columbus;Insurance;American Family Ventures, Greycroft, SignalFire
OrCam Technologies;US$ 1,03;2/20/18;Israel;Jerusalem;Healthcare & Life Sciences;Intel Capital, Aviv Venture Capital
Juniper Square;US$ 1,02;5/9/25;United States;San Francisco;Financial Services;Ribbit Capital, Redpoint Ventures, CSC Upshot Ventures
B&C Chemical;US$ 1,02;4/19/23;China;Pizhou;Industrials;Suzhou International Development Venture Capital Holding, GP Capital
Ample;US$ 1,02;11/11/21;United States;San Francisco;Industrials;Shell Ventures, Blackstone, Moore Strategic Ventures
Reka AI;US$ 1,00;7/22/25;United States;Sunnyvale;Enterprise Tech;Radical Ventures
Cyberhaven;US$ 1,00;1/19/22;United States;Palo Alto;Enterprise Tech;Adams Street Partners
Wheel;US$ 1,01;1/19/22;United States;Austin;Healthcare & Life Sciences;Silverton Partners, Tusk Ventures, CRV
Meter;US$ 1,00;6/12/25;United States;San Francisco;Enterprise Tech;General Catalyst
Periodic Labs;US$ 1,00;8/8/25;United States;Menlo Park;Industrials;Andreessen Horowitz
Apex;US$ 1,00;9/12/25;United States;Culver City;Industrials;Interlagos, 8VC, Point72 Ventures
Enveda;US$ 1,00;9/4/25;United States;Boulder;Enterprise Tech;FPV Ventures, Kinnevik
Eve;US$ 1,00;9/30/25;United States;San Mateo;Enterprise Tech;Spark Capital, Lightspeed Venture Partners, Andreessen Horowitz
Ambience;US$ 1,00;7/28/25;United States;San Francisco;Enterprise Tech;Andreessen Horowitz, Kleiner Perkins
Zama;US$ 1,00;6/25/25;France;Paris;Enterprise Tech;Mulitcoin Capital
Porter;US$ 1,20;5/16/24;India;Mumbai;Enterprise Tech;Kedaara Capital, Vitruvian Partners
Zyphra;US$ 1,00;6/9/25;United States;Palo Alto;Enterprise Tech;Bison Ventures, Future Ventures, Intel Capital
Zero Hash;US$ 1,00;7/14/25;United States;Chicago;Financial Services;Liberty City Ventures, PEAK6, Point72 Ventures
Quantum Systems;US$ 1,00;5/6/25;Germany;Gilching;Industrials;Notion Capital, Bayern Kapital
Awardco;US$ 1,00;5/20/25;United States;Lindon;Enterprise Tech;
Endless;US$ 1,00;2/26/25;United States;;Enterprise Tech;Foresight Ventures
The Open Platform;US$ 1,00;7/3/25;United Arab Emirates;;Enterprise Tech;Ribbit Capital
Owner;US$ 1,00;5/13/25;United States;Palo Alto;Consumer & Retail;
JSW One Platforms;US$ 1,00;5/13/25;India;Mumbai;Industrials;
EvenUp;US$ 1,00;10/8/24;United States;San Francisco;Enterprise Tech;NFX, Lightspeed Venture Partners, Bessemer Venture Partners
Randpanda;US$ 1,00;4/3/25;United States;San Francisco;Enterprise Tech;Google Ventures, Lightspeed Ventures
BuildOps;US$ 1,00;3/21/25;United States;Santa Monica;Industrials;Meritech Capital Partners, Fika Ventures, 1984 Ventures
Nourish;US$ 1,00;4/23/25;United States;Austin;Healthcare & Life Sciences;Index Ventures
Parloa;US$ 1,00;5/6/25;Germany;Berlin;Enterprise Tech;Altimeter Capital
MUBI;US$ 1,00;5/31/25;United Kingdom;London;Media & Entertainment;Sequoia Capital, C4 Ventures
Assured;US$ 1,00;3/5/25;United States;Palo Alto;Insurance;ICONIQ Capital, Kleiner Perkins, Costanoa Ventures
Truveta;US$ 1,00;1/13/24;United States;Bellevue;Healthcare & Life Sciences;
Halter;US$ 1,00;6/23/25;New Zealand;Auckland;Enterprise Tech;Bessemer Venture Partners, Blackbird Ventures
Kiteworks;US$ 1,00;8/14/24;United States;Palo Alto;Enterprise Tech;
Airalo;US$ 1,00;7/10/25;Singapore;;Consumer & Retail;CVC Capital Partners, Peak XV Partners
Ayar Labs;US$ 1,00;12/11/24;United States;San Jose;Industrials;Intel Capital, Founders Fund, Playground Global
QuEra Computing;US$ 1,00;2/11/25;United States;Boston;Enterprise Tech;QVT, Day One Ventures, Sabanci Ventures
Rentberry;US$ 1,00;9/6/24;United States;San Francisco;Financial Services;369 Growth Partners, GTM Capital, Berkeley Hills Capital
Vestwell;US$ 1,00;12/21/23;United States;New York;Financial Services;Fin Capital, Primary Venture Partners, Lightspeed Venture Partners
Lighthouse;US$ 1,00;11/24/24;United Kingdom;London;Enterprise Tech;F-Prime Capital, Eight Roads Ventures
Moniepoint;US$ 1,00;10/29/24;Nigeria;Lagos;Financial Services;Lightrock, Novastar Ventures, QED Investors
Speak;US$ 1,00;12/10/24;United States;San Francisco;Enterprise Tech;Khosla Ventures, OpenAI Startup Fund, Founders Fund
Flo Health;US$ 1,00;7/30/24;United Kingdom;London;Healthcare & Life Sciences;Flint Capital, Target Global, Vostok New Ventures
Just Salad;US$ 1,00;2/24/25;United States;New York;Consumer & Retail;D1 Capital Partners
Nimble;US$ 1,00;10/23/24;United States;San Francisco;Industrials;GSR Ventures, Breyer Capital, Accel
Halcyon;US$ 1,00;11/25/24;United States;Austin;Enterprise Tech;Bain Capital Ventures, SYN Ventures, Evolution Equity Partners
VectorBuilder;US$ 1,00;10/10/22;United States;Chicago;Healthcare & Life Sciences;Legend Capital
The Row;US$ 1,00;9/12/24;United States;New York;Consumer & Retail;
Cosm;US$ 1,00;7/31/24;United States;Los Angeles;Media & Entertainment;Bolt Ventures
The Sandbox;US$ 1,00;6/6/24;Malta;St. Julians;Media & Entertainment;LG Technology Ventures, True Global Ventures, 1kx
Minute Media;US$ 1,00;1/30/24;United States;New York;Media & Entertainment;Dawn Capital, Battery Ventures, Gemini Israel Ventures
World Labs;US$ 1,00;7/17/24;United States;Stanford;Enterprise Tech;Andreessen Horowitz, Radical Ventures, New Enterprise Associates
Merkle Manufactory;US$ 1,00;3/30/24;United States;Los Angeles;Media & Entertainment;Standard Crypto, Andreessen Horowitz, Union Square Ventures
Perfios;US$ 1,00;3/13/24;India;Mumbai;Financial Services;Bessemer Venture Partners, Teachers' Venture Growth
Sakana AI;US$ 1,00;6/26/24;Japan;Tokyo;Enterprise Tech;Lux Capital, Khosla Ventures, New Enterprise Associates
Tamara;US$ 1,00;12/18/23;Saudi Arabia;Riyadh;Financial Services;
Semperis;US$ 1,00;6/20/24;United States;Hoboken;Enterprise Tech;Tech Pioneers Fund, Ten Eleven Ventures, Hudson Ventures
Xreal;US$ 1,00;1/29/24;China;Beijing;Media & Entertainment;Hongtai Capital Holdings, Shunwei Capital, GP Capital
Silverfort;US$ 1,00;1/23/24;Israel;Tel Aviv;Enterprise Tech;SingTel Innov8, Citi Ventures, Maor Investments
Pigment;US$ 1,00;4/3/24;France;Paris;Enterprise Tech;FirstMark Capital, Meritech Capital Partners, Institutional Venture Partners
Huma;US$ 1,00;7/16/24;United Kingdom;London;Healthcare & Life Sciences;Leaps by Bayer, Hitachi Ventures, Unilever Ventures
IntraBio;US$ 1,00;3/23/24;United Kingdom;Oxfordshire;Healthcare & Life Sciences;
Andalusia Labs;US$ 1,00;12/13/23;United Arab Emirates;Abu Dhabi;Enterprise Tech;Framework Ventures, Bain Capital Ventures, Dale Ventures
EmployerDirect Healthcare;US$ 1,00;12/19/23;United States;Dallas;Healthcare & Life Sciences;Insight Partners, Texo Ventures
Electric Hydrogen;US$ 1,00;10/3/23;United States;Natick;Industrials;Prelude Ventures, Breakthrough Energy Ventures, Fifth Wall
TechMet;US$ 1,00;12/7/23;Ireland;Dublin;Industrials;S2G Ventures, Dale Ventures
Altana AI;US$ 1,00;7/29/24;United States;New York;Enterprise Tech;Google Ventures, Amadeus Capital Partners, Activate Capital
MaintainX;US$ 1,00;12/6/23;United States;San Fransisco;Enterprise Tech;August Capital, Ridge Ventures, Amity Ventures
01.AI;US$ 1,00;11/5/23;China;Beijing;Enterprise Tech;
MindMaze;US$ 1,00;2/17/22;Switzerland;Lausanne;Health;Hambro Perks
Avenue One;US$ 1,00;5/15/23;United States;New York;Financial Services;
DataSnipper;US$ 1,00;2/1/24;Netherlands;Amsterdam;Enterprise Tech;Index Ventures
Flashbots;US$ 1,00;7/21/23;Cayman Islands;Grand Cayman;Enterprise Tech;Paradigm, Fabric Ventures
Typeface;US$ 1,00;6/29/23;United States;Los Altos;Enterprise Tech;Google Ventures, Salesforce Ventures, Menlo Ventures
Imbue;US$ 1,00;9/7/23;United States;San Francisco;Enterprise Tech;
Restaurant365;US$ 1,00;5/19/23;United States;Irvine;Consumer & Retail;Bessemer Venture Partners
KoBold Metals;US$ 1,00;6/20/23;United States;Berkeley;Industrials;Andreessen Horowitz, Breakthrough Energy Ventures, Apollo Projects
Go;US$ 1,00;5/24/23;Japan;Tokyo;Industrials;Mirai Creation Fund
Percent;US$ 1,00;11/30/18;China;Beijing;Enterprise Tech;IDG Capital
1Komma5;US$ 1,08;6/23/23;Germany;Hamburg;Industrials;Porsche Ventures, G2VP, b2venture
Gradiant;US$ 1,00;5/17/23;United States;Woburn;Industrials;Safar Partners, WAVE Equity Partners, Cranberry Capital
Palmetto;US$ 1,00;2/24/22;United States;Charleston;Industrials;Greycroft, Lerer Hippeau, ArcTern Ventures
Humanity Protocol;US$ 1,00;2/28/24;Hong Kong;;Financial Services;Shima Capital, CMCC Global, MH Ventures
Prove Identity;US$ 1,00;6/18/20;United States;New York;Enterprise Tech;Opus Capital, RRE Ventures, Relay Ventures
Character.AI;US$ 1,00;3/3/23;United States;Menlo Park;Media & Entertainment;Andreessen Horowitz
Atmosphere;US$ 1,00;2/7/23;United States;Austin;Media & Entertainment;S3 Ventures
Adept;US$ 1,00;3/14/23;United States;San Francisco;Enterprise Tech;Greylock Partners, Addition, M12
Beamery;US$ 1,00;12/13/22;United Kingdom;London;Enterprise Tech;Index Ventures, EQT Ventures, Workday Ventures
Flow;US$ 2,50;8/15/22;United States;New York;Financial Services;Andreessen Horowitz
Xanadu;US$ 1,00;11/9/22;Canada;Toronto;Enterprise Tech;BDC Capital, Georgian, Bessemer Venture Partners
Celestia;US$ 1,00;10/19/22;Liechtenstein;Vaduz;Enterprise Tech;Placeholder Capital, Coinbase Ventures, Binance Ventures
Stability AI;US$ 1,00;10/5/22;United Kingdom;London;Enterprise Tech;Lightspeed Venture Partners, Coatue Management
Satispay;US$ 1,00;9/28/22;Italy;Milan;Financial Services;Lightrock, Greyhound Capital, Endeavor
Paystand;US$ 1,00;8/2/22;United States;Scotts Valley;Financial Services;BlueRun Ventures, LEAP Global Partners, Cervin Ventures
Turntide Technologies;US$ 1,00;6/15/22;United States;Sunnyvale;Industrials;Meson Capital Partners, Fifth Wall Ventures, OGCI Climate Investments
EcoVadis;US$ 1,00;6/14/22;France;Paris;Enterprise Tech;Astorg Partners, Princeville Global, Beyond Net Zero
TransferMate;US$ 1,00;5/22/22;Ireland;Kilkenny;Financial Services;Railway Pension Trustee Co. Ltd.
Lookout;US$ 1,00;10/10/13;United States;San Francisco;Enterprise Tech;Accel Partners, Greylock Partners, Lowercase Capital
Snapdeal;US$ 1,00;5/21/14;India;New Delhi;Consumer & Retail;SoftBankGroup, Blackrock, Alibaba Group
TechStyle Fashion Group;US$ 1,00;8/29/14;United States;El Segundo;Consumer & Retail;Matrix Partners, Passport Capital, Rho Ventures
Zebec;US$ 1,00;8/29/22;United States;San Francisco;Financial Services;Resolute Ventures, Shima Capital, Circle Ventures
InMobi;US$ 1,00;12/2/14;India;Bengaluru;Enterprise Tech;Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
LinkSure Network;US$ 1,00;1/1/15;China;Shanghai;Industrials;N/A
Red Ventures;US$ 1,00;1/7/15;United States;Fort Mill;Media & Entertainment;Silver Lake Partners, General Atlantic
BeiBei;US$ 1,00;1/22/15;China;Hangzhou;Consumer & Retail;Banyan Capital, New Horizon Capital, IDG Capital Partners
Lamabang;US$ 1,00;3/6/15;China;Shenzhen;Consumer & Retail;5Y Capital, Matrix Partners China, K2VC
Jimu;US$ 1,00;4/21/15;China;Beijing;Financial Services;Matrix Partners China, Ventech China, Shunwei Capital Partners
ShareCRM;US$ 1,00;7/2/15;China;Beijing;Enterprise Tech;IDG Capital, Northern Light Venture Capital, DCM Ventures
Mia.com;US$ 1,00;9/8/15;China;Beijing;Consumer & Retail;Sequoia Capital China, ZhenFund, K2 Ventures
58 Daojia;US$ 1,00;10/12/15;China;Beijing;Consumer & Retail;KKR, Alibaba Group, Ping An Insurance
Womai;US$ 1,00;10/12/15;China;Beijing;Consumer & Retail;SAIF Partners China, Baidu, IDG Capital
HuJiang;US$ 1,00;10/29/15;China;Shanghai;Consumer & Retail;China Minsheng Investment, Baidu, Wanxin Media
iCarbonX;US$ 1,00;4/12/16;China;Shenzhen;Healthcare & Life Sciences;Tencent, Vcanbio
Kendra Scott;US$ 1,00;12/21/16;United States;Austin;Consumer & Retail;Berkshire Partners, Norwest Venture Partners
Zhuan Zhuan;US$ 1,00;4/18/17;China;Beijing;Consumer & Retail;58.com, Tencent Holdings
DianRong;US$ 1,00;8/2/17;China;Shanghai;Financial Services;Standard Chartered, FinSight Ventures, Affirma Capital
YH Global;US$ 1,00;9/21/17;China;Shenzhen;Industrials;Co-Energy Finance, Grandland
Revolution Precrafted;US$ 1,00;10/23/17;Philippines;Manila;Industrials;K2 Global, 500 Startups
WeLab;US$ 1,00;11/8/17;Hong Kong;;Financial Services;Sequoia Capital China, ING, Alibaba Entrepreneurs Fund
Maimai;US$ 1,00;11/15/17;China;Beijing;Media & Entertainment;Morningside Venture Capital, IDG Capital, DCM Ventures
Dxy.cn;US$ 1,00;4/10/18;China;Hangzhou;Healthcare & Life Sciences;Tencent Holdings, DCM Ventures
HMD Global;US$ 1,00;5/21/18;Finland;Espoo;Industrials;Ginko Ventures
Huike Group;US$ 1,00;5/24/18;China;Beijing;Enterprise Tech;Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.
ChinaC.com;US$ 1,00;6/11/18;China;Wuxi;Enterprise Tech;V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management
LinkDoc Technology;US$ 1,00;7/5/18;China;Beijing;Healthcare & Life Sciences;China Investment Corporation, New Enterprise Associates
Movile;US$ 1,00;7/12/18;Brazil;Sao Paulo;Consumer & Retail;Innova Capital - FIP, 3G Capital Management, Prosus Ventures
Pat McGrath Labs;US$ 1,00;7/16/18;United States;New York;Consumer & Retail;One Luxury Group, Eurazeo
Wacai;US$ 1,00;7/18/18;China;Hangzhou;Financial Services;Qiming Venture Partners, China Broadband Capital, CDH Investments
FlashEx;US$ 1,00;8/27/18;China;Beijing;Industrials;Prometheus Capital, Matrix Partners China, JD Capital Management
Banma Network Technologies;US$ 1,00;9/13/18;China;Shanghai;Industrials;Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital
Tresata;US$ 1,00;10/10/18;United States;Charlotte;Financial Services;GCP Capital Partners
Momenta;US$ 1,00;10/17/18;China;Beijing;Industrials;Sinovation Ventures, Tencent Holdings, Sequoia Capital China
Hosjoy;US$ 1,00;10/18/18;China;Nanjing;Consumer & Retail;U.S.-China Green Fund, Founder H Fund, Richland Equities
Omio;US$ 1,00;10/23/18;Germany;Berlin;Consumer & Retail;Lakestar, Battery Ventures, New Enterprise Associates
BitFury;US$ 1,00;11/6/18;Netherlands;Amsterdam;Enterprise Tech;Georgian Co-Investment Fund, iTech Capital, Galaxy Digital
REEF Technology;US$ 1,00;12/10/18;United States;Miami;Industrials;Target Global, UBS Asset Management, Mubadala Capital
Globality;US$ 1,00;1/22/19;United States;Menlo Park;Enterprise Tech;SoftBank Group
Ynsect;US$ 1,00;2/21/19;France;Evry;Industrials;Astanor Ventures, Upfront Ventures, IDInvest Partners
Poizon;US$ 1,00;4/29/19;China;Shanghai;Consumer & Retail;DST Global, Sequoia Capital China, Gaorong Capital
SITECH DEV;US$ 1,00;5/16/19;China;Guiyang;Industrials;China Prosperity Capital
KnowBox;US$ 1,00;5/30/19;China;Beijing;Consumer & Retail;TAL Education Group, Legend Star, Alibaba Group
Meero;US$ 1,00;6/18/19;France;Paris;Media & Entertainment;Aglae Ventures, Global Founders Capital, Alven Capital
C2FO;US$ 1,00;8/7/19;United States;Leawood;Financial Services;Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management
Numbrs;US$ 1,00;8/22/19;Switzerland;Zurich;Financial Services;Investment Corporation of Dubai, Centralway
EBANX;US$ 1,00;10/16/19;Brazil;Curitiba;Financial Services;FTV Capital, Endeavor
KK Group;US$ 3,00;10/23/19;China;Dongguan;Consumer & Retail;Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group
Hotmart;US$ 1,00;3/17/20;Netherlands;Amsterdam;Consumer & Retail;Technology Crossover Ventures, Alkeon Capital Management, General Atlantic
Dubizzle Group;US$ 1,00;4/28/20;United Arab Emirates;Dubai;Consumer & Retail;OLX Group, KCK Group, EXOR Seeds
Quizlet;US$ 1,00;5/13/20;United States;San Francisco;Consumer & Retail;Union Square Ventures, Altos Ventures, Costanoa Ventures
Orca Bio;US$ 1,00;6/17/20;United States;Menlo Park;Healthcare & Life Sciences;Lightspeed Venture Partners, Data Collective, 8VC
Infobip;US$ 1,00;7/30/20;Croatia;Vodnjan;Enterprise Tech;One Equity Partners
Zwift;US$ 1,00;9/16/20;United States;Long Beach;Healthcare & Life Sciences;Novator Partners, True, Causeway Media Partners
Playco;US$ 1,00;9/21/20;Japan;Tokyo;Media & Entertainment;Sozo Ventures, Caffeinated Capital, Sequoia Capital
Gousto;US$ 1,70;11/3/20;United Kingdom;London;Consumer & Retail;MMC Ventures, BGF Ventures, Unilever Ventures
Alation;US$ 1,70;6/3/21;United States;Redwood City;Enterprise Tech;Costanoa Ventures, Data Collective, Salesforce Ventures
Boom Supersonic;US$ 1,00;12/16/20;United States;Englewood;Industrials;WRVI Capital, Caffeinated Capital, Y Combinator
Quantum Metric;US$ 1,00;1/7/21;United States;Colorado Springs;Enterprise Tech;Insight Partners, Bain Capital Ventures
News Break;US$ 1,00;1/7/21;United States;Mountain View;Media & Entertainment;IDG Capital, Francisco Partners, ZhenFund
MadeiraMadeira;US$ 1,00;1/7/21;Brazil;Parana;Consumer & Retail;Flybridge Capital Partners, SoftBank Group, Monashees+
PPRO;US$ 1,00;1/19/21;United Kingdom;London;Financial Services;Wellington Management, Eurazeo, Citi Ventures
Splashtop;US$ 1,00;1/27/21;United States;San Jose;Enterprise Tech;Storm Ventures, DFJ DragonFund, New Enterprise Associates
Axiom Space;US$ 1,00;2/16/21;United States;Houston;Industrials;C5 Capital, Hemisphere Ventures, The Venture Collective
Locus Robotics;US$ 1,00;2/17/21;United States;Wilmington;Industrials;Scale Venture Partners, Bond, Tiger Global Management
Standard AI;US$ 1,00;2/17/21;United States;San Francisco;Consumer & Retail;CRV, Y Combinator, Initialized Capital
Newsela;US$ 1,00;2/25/21;United States;New York;Consumer & Retail;Owl Ventures, Technology Crossover Ventures, Tao Capital Partners
Aqua Security;US$ 1,00;3/10/21;Israel;Ramat Gan;Enterprise Tech;TLV Partners, Lightspeed Venture Partners, M12
PatSnap;US$ 1,00;3/16/21;Singapore;;Enterprise Tech;Sequoia Capital China, Shunwei Capital Partners, Qualgro
Evidation;US$ 1,00;3/22/21;United States;San Mateo;Healthcare & Life Sciences;B Capital Group,, GE Ventures, McKesson Ventures
Feedzai;US$ 1,00;3/24/21;United States;San Mateo;Financial Services;Global Founders Capital, Shea Ventures, Greycroft
Cameo;US$ 1,00;3/30/21;United States;Chicago;Media & Entertainment;Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures
Hyperchain;US$ 1,00;4/11/21;China;Hangzhou;Enterprise Tech;Yinhong Equity Investment Fund, E Fund, Ideal International
The Zebra;US$ 1,00;4/12/21;United States;Austin;Insurance;Silverton Partners, Accel, Ballast Point Ventures
Fiture;US$ 1,00;4/14/21;China;Chengdu;Healthcare & Life Sciences;Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital
